epoch,loss_total,loss_rgb,loss_intensity,loss_hv,loss_chroma,loss_hue,loss_grad,loss_curve_smooth,loss_color_delta,loss_ssim,grad_norm,curve_abs_mean,delta_hv_abs_mean,train_high_clip_fraction,hvi_k,color_mode,lr,epoch_seconds,val_psnr,val_ssim,val_intensity_mae,val_chroma_mae,val_high_clip_fraction,val_seconds,best_psnr,best_ssim,best_chroma_mae
11,0.21426217005249862,0.10638330000653014,0.10762499327997513,0.10560864512140254,0.10925422337114389,0.05652929473249364,0.07258972485507514,0.15274476120719846,0.0,0.4738199070081551,1.7616723351869714,0.46096098039471284,0.0,0.0018557958731417344,0.20000000298023224,lock,4.998223867111161e-05,1325.5858101844788,17.706655673980713,0.4010956832766533,0.11819070294499397,0.11705566368997097,0.00037539164445774984,22.27639889717102,17.869513511657715,0.44628247916698455,0.11705563560128213
12,0.21240358995388656,0.10533470472814538,0.10636148682103592,0.1056442082826125,0.10921284602832289,0.05645612025556737,0.07249794462433537,0.15273451529037207,0.0,0.47208553074864634,1.7636991873344259,0.4615586062704966,0.0,0.001956858811959176,0.20000000298023224,lock,4.9975825912831326e-05,1322.6051354408264,17.68849473953247,0.4131771045923233,0.11939609244465828,0.11705566979944707,0.0005710262714876535,22.76775026321411,17.869513511657715,0.44628247916698455,0.11705563560128213
13,0.21114098719065338,0.10455736584652481,0.10552061808421731,0.1056738890740556,0.10932742089297633,0.05645774864641899,0.07262485693494947,0.15236502943369076,0.0,0.4714476780527062,1.772773196513404,0.46211401645195926,0.0,0.002090166557758275,0.20000000298023224,lock,4.9968427271852177e-05,1323.667013168335,17.521727809906007,0.371083200275898,0.11761010505259037,0.1170556453615427,0.00048277113320239096,21.952256202697754,17.869513511657715,0.44628247916698455,0.11705563560128213
14,0.20986053718411796,0.10382384557037773,0.10463430819021169,0.10570841985301987,0.10937151760937452,0.0565601964324254,0.07260666170169504,0.15229874974132956,0.0,0.4704322835688551,1.755662008196285,0.46179630618835354,0.0,0.0021528455298846214,0.20000000298023224,lock,4.9960043046190327e-05,1323.496367931366,17.502241592407227,0.3737541997432709,0.11730403281748294,0.11705564752221108,0.0005489010342188295,22.518285036087036,17.869513511657715,0.44628247916698455,0.11705563560128213
15,0.2080929586897609,0.1027754302233594,0.10343591586238897,0.10565666077293548,0.10931352900596618,0.05650431964189463,0.07270953658776547,0.15201813116930027,0.0,0.46923729995139807,1.7495800801197015,0.4621519814242174,0.0,0.0020698065144960386,0.20000000298023224,lock,4.9950673573561166e-05,1326.362000465393,17.824214458465576,0.409028587937355,0.11463804364204407,0.11705566428601742,0.0005409240709104779,22.30277395248413,17.869513511657715,0.44628247916698455,0.11705563560128213
16,0.20712226700239714,0.10223692754597906,0.10280395215143445,0.10576690951856392,0.10939916659566554,0.05657170497016877,0.07269166467209957,0.15181217789484647,0.0,0.468125353820313,1.7234861105039867,0.4619997204085723,0.0,0.002217804535295426,0.20000000298023224,lock,4.994031923136569e-05,1325.540996313095,17.87590618133545,0.39893095314502713,0.11151316650211811,0.11705566063523293,0.0004113006637436456,22.717565536499023,17.87590618133545,0.44628247916698455,0.11705563560128213
17,0.20609541038768564,0.10161626439801434,0.1020584640338151,0.10571121430635916,0.10939151299888773,0.05658328615520586,0.07269366296203766,0.1519170753593758,0.0,0.46776887945982704,1.7121144403715005,0.4621289929558708,0.0,0.0021512103541674395,0.20000000298023224,lock,4.99289804366753e-05,1325.1175968647003,17.71230724334717,0.4264520317316055,0.1199182254076004,0.11705568701028823,0.00039588928065427355,22.514609336853027,17.87590618133545,0.44628247916698455,0.11705563560128213
18,0.20543746759534098,0.10122920387448939,0.10159379047744731,0.10559967116364542,0.10932283427950133,0.05635401998513401,0.07275760406479725,0.1517655205138099,0.0,0.46738176661743863,1.7261577578543823,0.4624636672750258,0.0,0.0022550343807297532,0.20000000298023224,lock,4.991665764621497e-05,1324.82208609581,17.74885133743286,0.40132388591766355,0.11532004885375499,0.11705566488206387,0.0004552459758878058,22.071735858917236,17.87590618133545,0.44628247916698455,0.11705563560128213
19,0.20411869016972053,0.10047993442706733,0.10066306742194654,0.10570424673436932,0.10938273894678967,0.05661891030222322,0.0728172093703196,0.15147125417468138,0.0,0.4663693523410289,1.7361001959746034,0.46318543077779867,0.0,0.0024497696296722524,0.20000000298023224,lock,4.990335135634494e-05,1338.5805594921112,17.817364940643312,0.40607923895120623,0.11384727992117405,0.11705566763877868,0.00046194288660217353,22.341531991958618,17.87590618133545,0.44628247916698455,0.11705563560128213
20,0.20339836773590841,0.10005701780102237,0.10021483650498972,0.10564834026601969,0.10931837953851319,0.056482951785770334,0.07285170777268309,0.15125755288637788,0.0,0.46566194261166843,1.7278411374056064,0.46378254383748685,0.0,0.0024210952985295607,0.20000000298023224,lock,4.9889062103040575e-05,1328.341238975525,17.467606983184815,0.358669068813324,0.11593225203454495,0.11705563813447953,0.0005423567047688493,22.165140867233276,17.87590618133545,0.44628247916698455,0.11705563560128213
21,0.2024172594342776,0.09944997791930849,0.0995508674906719,0.1056334833784881,0.10926791354331919,0.056605372623367525,0.07283346475848641,0.15140681631574848,0.0,0.46522036816802376,1.7055483987784026,0.46322113370171303,0.0,0.0023075441746200132,0.20000000298023224,lock,4.987379046187095e-05,1326.791788816452,17.868169689178465,0.3885505470633507,0.11070268034934998,0.11705565437674523,0.00046746149103910284,22.026233434677124,17.87590618133545,0.44628247916698455,0.11705563560128213
22,0.20169559530598696,0.0990446114644249,0.09908796026641478,0.10555315098240031,0.10930326299654299,0.056383122199886206,0.07284066985170003,0.15117351793660946,0.0,0.464414986248503,1.7212236976304476,0.4633556822850327,0.0,0.0023293597024774564,0.20000000298023224,lock,4.9857537047975536e-05,1325.8185646533966,17.674360828399656,0.39469129651784896,0.1152548399567604,0.11705566182732582,0.0006518978560325195,22.306620836257935,17.87590618133545,0.44628247916698455,0.11705563560128213
23,0.20103523764108888,0.09865589158728588,0.09863853008701887,0.10558502867067758,0.10933992133214047,0.056359398813285125,0.07278206207363405,0.1512521560457688,0.0,0.4639593369338205,1.6943802785863493,0.46329890381048366,0.0,0.002499223150815779,0.20000000298023224,lock,4.984030251603948e-05,1324.8037497997284,17.669314727783203,0.3975496280193329,0.11570612214505673,0.11705567479133606,0.0005506134110510175,22.299602031707764,17.87590618133545,0.44628247916698455,0.11705563560128213
24,0.2001087882731282,0.09813248194033966,0.09791780163221048,0.10563873175767717,0.10927511165865234,0.05651196793732759,0.07290720216224221,0.15107538814616012,0.0,0.4635053660300581,1.6999750093685706,0.4632018939158636,0.0,0.0024666015204567577,0.20000000298023224,lock,4.982208756026721e-05,1326.0019323825836,17.559966564178467,0.38831687569618223,0.11855247341096402,0.11705568216741086,0.0003825632787243194,22.11654281616211,17.87590618133545,0.44628247916698455,0.11705563560128213
25,0.1995010650369946,0.09779069418891709,0.0975938577056675,0.10571198994062625,0.1094043152909217,0.05647289861991202,0.07280820169431991,0.15107452766247834,0.0,0.46251540117233375,1.6801070751140061,0.46296258075047825,0.0,0.002424991465642289,0.20000000298023224,lock,4.980289291435449e-05,1325.7306110858917,17.737827110290528,0.4212761038541794,0.11885747030377387,0.11705568768084049,0.00035857306432262703,22.477184772491455,17.87590618133545,0.44628247916698455,0.11705563560128213
26,0.19906673386265247,0.0975119977261633,0.09723683999989023,0.10564692451415454,0.10935084956602933,0.05650902230460716,0.07283766162993094,0.15115952738494223,0.0,0.4627124127328619,1.6760425002535906,0.4634602151686103,0.0,0.0024566926144236373,0.20000000298023224,lock,4.978271935145885e-05,1323.9903693199158,17.82486228942871,0.4099341756105423,0.11508135147392749,0.11705567628145218,0.0004955291728583689,22.192553997039795,17.87590618133545,0.44628247916698455,0.11705563560128213
27,0.19832041159617292,0.09708788003263634,0.09671625888253808,0.10566798365977002,0.10935530157517236,0.05648817487395272,0.07291357653070102,0.15092822500921588,0.0,0.4621015738439104,1.678770417137031,0.46342044599863647,0.0,0.00236308643597588,0.20000000298023224,lock,4.976156768416847e-05,1324.8720848560333,17.838531532287597,0.41496812701225283,0.1142224594950676,0.11705568268895149,0.0004416232776640072,22.32945680618286,17.87590618133545,0.44628247916698455,0.11705563560128213
28,0.19753289440314328,0.09663673091151317,0.09620937642064956,0.10570870495835664,0.10929793829875586,0.05656750856083382,0.0727435878561036,0.15095045088258635,0.0,0.46135285627724576,1.6745156455578907,0.46345431513535695,0.0,0.0024462987867676644,0.20000000298023224,lock,4.973943876446944e-05,1325.8717193603516,17.86207576751709,0.4120974233746529,0.11457399420440197,0.117055684030056,0.0004096306757480761,22.642147064208984,17.87590618133545,0.44628247916698455,0.11705563560128213
29,0.19722293486353462,0.09647848008058717,0.09599021154802875,0.10564212599308676,0.10940900720752007,0.05635083346823836,0.07284431348937988,0.1509882383908177,0.0,0.460873673509715,1.6651047100564211,0.46334108501577687,0.0,0.0024077887372344433,0.20000000298023224,lock,4.971633348371138e-05,1323.1502470970154,17.420838108062743,0.38262020438909533,0.1194222892075777,0.11705567151308059,0.0006625535795274118,22.269451141357422,17.87590618133545,0.44628247916698455,0.11705563560128213
30,0.196635541115682,0.09610098641251595,0.09562682129588376,0.10563540569440846,0.1093401605463023,0.05643302937744839,0.07280132483529278,0.1509649213607525,0.0,0.46061778118963825,1.6542078166385907,0.46329266390842133,0.0,0.002342289962383792,0.20000000298023224,lock,4.9692252772571664e-05,1325.0783116817474,17.98048002243042,0.435496124625206,0.11451012410223484,0.11705570116639137,0.00036090427121678205,22.05059003829956,17.98048002243042,0.44628247916698455,0.11705563560128213
31,0.2706790952312353,0.09491185332188543,0.09524227387251545,0.09959329789314038,0.1025572016684362,0.051901352302380646,0.07275129968333784,0.1513841100783086,0.016025641586270286,0.456621188526262,1.665925467308575,0.4616656744675206,0.016025641586270286,0.0019145991335460305,0.20000000298023224,bounded,4.9667197601017814e-05,1323.1193566322327,17.825103130340576,0.4159918314218521,0.11605736881494522,0.11122490376234055,0.0004830847968707985,22.745606184005737,17.98048002243042,0.44628247916698455,0.11122490376234055
32,0.2673096517086723,0.09416109782511492,0.09468656702290261,0.09702179080381372,0.09969676333303806,0.04953965544209841,0.07254986236583028,0.15088789400181846,0.01956822060039798,0.45364440103258974,1.6675471472163221,0.4615729714197088,0.01956822060039798,0.0019293393199044475,0.20000000298023224,bounded,4.964116897826848e-05,1324.226007938385,17.754743251800537,0.43703345507383345,0.12068788409233093,0.11066962912678718,0.0004956648081838466,22.164215087890625,17.98048002243042,0.44628247916698455,0.11066962912678718
33,0.2665960357159339,0.09402547362634418,0.0945545767546692,0.09644040272451938,0.09887246392029794,0.04914744574596764,0.07266894155590714,0.15059817144901672,0.020214779644862547,0.4533412782680706,1.7018045629547103,0.4612996793003225,0.020214779644862547,0.001999990306758668,0.20000000298023224,bounded,4.96141679527528e-05,1321.463391304016,18.152110481262206,0.45414405554533005,0.11230524241924286,0.10983042560517788,0.00034248352131669433,22.172375440597534,18.152110481262206,0.45414405554533005,0.10983042560517788
